line	rxn	mol	mol_id	con_rxn	old_a	new_a
226	elongate_1	ribosome	14	elongate_1	1.00000000e+00	0.00000000e+00
226	elongate_1	ribosome	14	elongate_2	1.00000000e+00	2.00000000e+00
227	elongate_2	ribosome	14	elongate_2	2.00000000e+00	1.00000000e+00
227	elongate_2	ribosome	14	elongate_3	2.00000000e+00	3.00000000e+00
228	terminate	ribosome	31	terminate	1.00000000e+00	0.00000000e+00
229	elongate_3	ribosome	90	elongate_3	3.00000000e+00	2.00000000e+00
229	elongate_3	ribosome	90	terminate	0.00000000e+00	1.00000000e+00
229	elongate_3	ribosome	89	elongate_2	1.00000000e+00	2.00000000e+00
230	elongate_3	ribosome	14	elongate_3	2.00000000e+00	1.00000000e+00
230	elongate_3	ribosome	14	terminate	1.00000000e+00	2.00000000e+00
231	terminate	ribosome	90	terminate	2.00000000e+00	1.00000000e+00
232	elongate_3	ribosome	94	elongate_3	1.00000000e+00	0.00000000e+00
232	elongate_3	ribosome	94	terminate	1.00000000e+00	2.00000000e+00
233	terminate	ribosome	94	terminate	2.00000000e+00	1.00000000e+00
234	elongate_2	ribosome	73	elongate_2	2.00000000e+00	1.00000000e+00
234	elongate_2	ribosome	73	elongate_3	0.00000000e+00	1.00000000e+00
235	initiate	ribosome	91	elongate_1	0.00000000e+00	1.00000000e+00
236	elongate_3	ribosome	73	elongate_3	1.00000000e+00	0.00000000e+00
236	elongate_3	ribosome	73	terminate	1.00000000e+00	2.00000000e+00
237	elongate_1	ribosome	91	elongate_1	1.00000000e+00	0.00000000e+00
237	elongate_1	ribosome	91	elongate_2	1.00000000e+00	2.00000000e+00
238	terminate	ribosome	14	terminate	2.00000000e+00	1.00000000e+00
240	elongate_2	ribosome	89	elongate_2	2.00000000e+00	1.00000000e+00
240	elongate_2	ribosome	89	elongate_3	0.00000000e+00	1.00000000e+00
240	elongate_2	ribosome	32	elongate_1	0.00000000e+00	1.00000000e+00
241	elongate_3	ribosome	89	elongate_3	1.00000000e+00	0.00000000e+00
241	elongate_3	ribosome	89	terminate	1.00000000e+00	2.00000000e+00
242	elongate_2	ribosome	91	elongate_2	1.00000000e+00	0.00000000e+00
242	elongate_2	ribosome	91	elongate_3	0.00000000e+00	1.00000000e+00
243	elongate_3	ribosome	91	elongate_3	1.00000000e+00	0.00000000e+00
243	elongate_3	ribosome	91	terminate	2.00000000e+00	3.00000000e+00
244	elongate_1	ribosome	32	elongate_1	1.00000000e+00	0.00000000e+00
244	elongate_1	ribosome	32	elongate_2	0.00000000e+00	1.00000000e+00
245	elongate_2	ribosome	32	elongate_2	1.00000000e+00	0.00000000e+00
246	terminate	ribosome	73	terminate	3.00000000e+00	2.00000000e+00
247	terminate	ribosome	89	terminate	2.00000000e+00	1.00000000e+00
247	terminate	ribosome	32	elongate_3	0.00000000e+00	1.00000000e+00
248	elongate_3	ribosome	32	elongate_3	1.00000000e+00	0.00000000e+00
248	elongate_3	ribosome	32	terminate	1.00000000e+00	2.00000000e+00
249	terminate	ribosome	32	terminate	2.00000000e+00	1.00000000e+00
250	terminate	ribosome	91	terminate	1.00000000e+00	0.00000000e+00
251	initiate	ribosome	90	elongate_1	0.00000000e+00	1.00000000e+00
252	elongate_1	ribosome	90	elongate_1	1.00000000e+00	0.00000000e+00
252	elongate_1	ribosome	90	elongate_2	0.00000000e+00	1.00000000e+00
253	initiate	ribosome	92	elongate_1	0.00000000e+00	1.00000000e+00
254	elongate_2	ribosome	90	elongate_2	1.00000000e+00	0.00000000e+00
254	elongate_2	ribosome	90	elongate_3	0.00000000e+00	1.00000000e+00
257	elongate_3	ribosome	90	elongate_3	1.00000000e+00	0.00000000e+00
257	elongate_3	ribosome	90	terminate	0.00000000e+00	1.00000000e+00
258	terminate	ribosome	90	terminate	1.00000000e+00	0.00000000e+00
259	initiate	ribosome	41	elongate_1	1.00000000e+00	2.00000000e+00
260	initiate	ribosome	21	elongate_1	2.00000000e+00	3.00000000e+00
261	elongate_1	ribosome	21	elongate_1	3.00000000e+00	2.00000000e+00
261	elongate_1	ribosome	21	elongate_2	0.00000000e+00	1.00000000e+00
262	elongate_2	ribosome	21	elongate_2	1.00000000e+00	0.00000000e+00
262	elongate_2	ribosome	21	elongate_3	0.00000000e+00	1.00000000e+00
263	initiate	ribosome	58	elongate_1	2.00000000e+00	3.00000000e+00
264	elongate_3	ribosome	21	elongate_3	1.00000000e+00	0.00000000e+00
264	elongate_3	ribosome	21	terminate	0.00000000e+00	1.00000000e+00
265	elongate_1	ribosome	58	elongate_1	3.00000000e+00	2.00000000e+00
265	elongate_1	ribosome	58	elongate_2	0.00000000e+00	1.00000000e+00
266	initiate	ribosome	78	elongate_1	2.00000000e+00	3.00000000e+00
267	elongate_1	ribosome	41	elongate_1	3.00000000e+00	2.00000000e+00
267	elongate_1	ribosome	41	elongate_2	1.00000000e+00	2.00000000e+00
268	initiate	ribosome	38	elongate_1	2.00000000e+00	3.00000000e+00
269	elongate_2	ribosome	41	elongate_2	2.00000000e+00	1.00000000e+00
269	elongate_2	ribosome	41	elongate_3	0.00000000e+00	1.00000000e+00
270	elongate_1	ribosome	38	elongate_1	3.00000000e+00	2.00000000e+00
270	elongate_1	ribosome	38	elongate_2	1.00000000e+00	2.00000000e+00
271	elongate_1	ribosome	78	elongate_1	2.00000000e+00	1.00000000e+00
271	elongate_1	ribosome	78	elongate_2	2.00000000e+00	3.00000000e+00
272	elongate_1	ribosome	92	elongate_1	1.00000000e+00	0.00000000e+00
272	elongate_1	ribosome	92	elongate_2	3.00000000e+00	4.00000000e+00
273	elongate_2	ribosome	78	elongate_2	4.00000000e+00	3.00000000e+00
273	elongate_2	ribosome	78	elongate_3	1.00000000e+00	2.00000000e+00
274	elongate_3	ribosome	41	elongate_3	2.00000000e+00	1.00000000e+00
274	elongate_3	ribosome	41	terminate	1.00000000e+00	2.00000000e+00
275	elongate_3	ribosome	78	elongate_3	1.00000000e+00	0.00000000e+00
275	elongate_3	ribosome	78	terminate	2.00000000e+00	3.00000000e+00
276	terminate	ribosome	78	terminate	3.00000000e+00	2.00000000e+00
277	terminate	ribosome	21	terminate	2.00000000e+00	1.00000000e+00
278	elongate_2	ribosome	38	elongate_2	3.00000000e+00	2.00000000e+00
278	elongate_2	ribosome	38	elongate_3	0.00000000e+00	1.00000000e+00
279	terminate	ribosome	41	terminate	1.00000000e+00	0.00000000e+00
280	elongate_2	ribosome	58	elongate_2	2.00000000e+00	1.00000000e+00
280	elongate_2	ribosome	58	elongate_3	1.00000000e+00	2.00000000e+00
281	elongate_3	ribosome	58	elongate_3	2.00000000e+00	1.00000000e+00
281	elongate_3	ribosome	58	terminate	0.00000000e+00	1.00000000e+00
282	elongate_3	ribosome	38	elongate_3	1.00000000e+00	0.00000000e+00
282	elongate_3	ribosome	38	terminate	1.00000000e+00	2.00000000e+00
283	terminate	ribosome	58	terminate	2.00000000e+00	1.00000000e+00
284	terminate	ribosome	38	terminate	1.00000000e+00	0.00000000e+00
285	elongate_2	ribosome	92	elongate_2	1.00000000e+00	0.00000000e+00
285	elongate_2	ribosome	92	elongate_3	0.00000000e+00	1.00000000e+00
286	initiate	ribosome	34	elongate_1	0.00000000e+00	1.00000000e+00
287	elongate_1	ribosome	34	elongate_1	1.00000000e+00	0.00000000e+00
287	elongate_1	ribosome	34	elongate_2	0.00000000e+00	1.00000000e+00
288	elongate_3	ribosome	92	elongate_3	1.00000000e+00	0.00000000e+00
288	elongate_3	ribosome	92	terminate	0.00000000e+00	1.00000000e+00
289	terminate	ribosome	92	terminate	1.00000000e+00	0.00000000e+00
290	initiate	ribosome	38	elongate_1	0.00000000e+00	1.00000000e+00
292	elongate_1	ribosome	38	elongate_1	1.00000000e+00	0.00000000e+00
292	elongate_1	ribosome	38	elongate_2	1.00000000e+00	2.00000000e+00
294	initiate	ribosome	91	elongate_1	0.00000000e+00	1.00000000e+00
295	elongate_2	ribosome	34	elongate_2	2.00000000e+00	1.00000000e+00
295	elongate_2	ribosome	34	elongate_3	0.00000000e+00	1.00000000e+00
295	elongate_2	ribosome	23	elongate_1	1.00000000e+00	2.00000000e+00
296	elongate_2	ribosome	38	elongate_2	1.00000000e+00	0.00000000e+00
296	elongate_2	ribosome	38	elongate_3	1.00000000e+00	2.00000000e+00
297	elongate_1	ribosome	23	elongate_1	2.00000000e+00	1.00000000e+00
298	elongate_3	ribosome	38	elongate_3	2.00000000e+00	1.00000000e+00
298	elongate_3	ribosome	38	terminate	0.00000000e+00	1.00000000e+00
299	elongate_3	ribosome	34	elongate_3	1.00000000e+00	0.00000000e+00
299	elongate_3	ribosome	34	terminate	1.00000000e+00	2.00000000e+00
299	elongate_3	ribosome	23	elongate_2	0.00000000e+00	1.00000000e+00
300	initiate	ribosome	61	elongate_1	1.00000000e+00	2.00000000e+00
301	terminate	ribosome	34	terminate	2.00000000e+00	1.00000000e+00
302	elongate_1	ribosome	61	elongate_1	2.00000000e+00	1.00000000e+00
302	elongate_1	ribosome	61	elongate_2	1.00000000e+00	2.00000000e+00
303	initiate	ribosome	30	elongate_1	1.00000000e+00	2.00000000e+00
304	elongate_1	ribosome	91	elongate_1	2.00000000e+00	1.00000000e+00
304	elongate_1	ribosome	91	elongate_2	2.00000000e+00	3.00000000e+00
305	elongate_2	ribosome	23	elongate_2	3.00000000e+00	2.00000000e+00
305	elongate_2	ribosome	23	elongate_3	0.00000000e+00	1.00000000e+00
306	elongate_2	ribosome	61	elongate_2	2.00000000e+00	1.00000000e+00
306	elongate_2	ribosome	61	elongate_3	1.00000000e+00	2.00000000e+00
307	elongate_1	ribosome	30	elongate_1	1.00000000e+00	0.00000000e+00
307	elongate_1	ribosome	30	elongate_2	1.00000000e+00	2.00000000e+00
308	elongate_3	ribosome	23	elongate_3	2.00000000e+00	1.00000000e+00
308	elongate_3	ribosome	23	terminate	1.00000000e+00	2.00000000e+00
309	elongate_2	ribosome	91	elongate_2	2.00000000e+00	1.00000000e+00
309	elongate_2	ribosome	91	elongate_3	1.00000000e+00	2.00000000e+00
310	elongate_3	ribosome	91	elongate_3	2.00000000e+00	1.00000000e+00
310	elongate_3	ribosome	91	terminate	2.00000000e+00	3.00000000e+00
311	elongate_3	ribosome	61	elongate_3	1.00000000e+00	0.00000000e+00
311	elongate_3	ribosome	61	terminate	3.00000000e+00	4.00000000e+00
312	initiate	ribosome	40	elongate_1	0.00000000e+00	1.00000000e+00
313	elongate_1	ribosome	40	elongate_1	1.00000000e+00	0.00000000e+00
313	elongate_1	ribosome	40	elongate_2	1.00000000e+00	2.00000000e+00
314	terminate	ribosome	38	terminate	4.00000000e+00	3.00000000e+00
315	elongate_2	ribosome	30	elongate_2	2.00000000e+00	1.00000000e+00
315	elongate_2	ribosome	30	elongate_3	0.00000000e+00	1.00000000e+00
316	elongate_2	ribosome	40	elongate_2	1.00000000e+00	0.00000000e+00
316	elongate_2	ribosome	40	elongate_3	1.00000000e+00	2.00000000e+00
317	terminate	ribosome	61	terminate	3.00000000e+00	2.00000000e+00
318	elongate_3	ribosome	30	elongate_3	2.00000000e+00	1.00000000e+00
318	elongate_3	ribosome	30	terminate	2.00000000e+00	3.00000000e+00
319	elongate_3	ribosome	40	elongate_3	1.00000000e+00	0.00000000e+00
319	elongate_3	ribosome	40	terminate	3.00000000e+00	4.00000000e+00
321	initiate	ribosome	49	elongate_1	0.00000000e+00	1.00000000e+00
322	terminate	ribosome	91	terminate	4.00000000e+00	3.00000000e+00
323	terminate	ribosome	40	terminate	3.00000000e+00	2.00000000e+00
324	terminate	ribosome	23	terminate	2.00000000e+00	1.00000000e+00
325	initiate	ribosome	36	elongate_1	1.00000000e+00	2.00000000e+00
326	elongate_1	ribosome	49	elongate_1	2.00000000e+00	1.00000000e+00
326	elongate_1	ribosome	49	elongate_2	0.00000000e+00	1.00000000e+00
327	terminate	ribosome	30	terminate	1.00000000e+00	0.00000000e+00
328	elongate_1	ribosome	36	elongate_1	1.00000000e+00	0.00000000e+00
328	elongate_1	ribosome	36	elongate_2	1.00000000e+00	2.00000000e+00
329	elongate_2	ribosome	49	elongate_2	2.00000000e+00	1.00000000e+00
329	elongate_2	ribosome	49	elongate_3	0.00000000e+00	1.00000000e+00
331	initiate	ribosome	40	elongate_1	0.00000000e+00	1.00000000e+00
332	elongate_2	ribosome	36	elongate_2	1.00000000e+00	0.00000000e+00
332	elongate_2	ribosome	36	elongate_3	1.00000000e+00	2.00000000e+00
333	elongate_3	ribosome	49	elongate_3	2.00000000e+00	1.00000000e+00
333	elongate_3	ribosome	49	terminate	0.00000000e+00	1.00000000e+00
334	initiate	ribosome	37	elongate_1	1.00000000e+00	2.00000000e+00
335	elongate_3	ribosome	36	elongate_3	1.00000000e+00	0.00000000e+00
335	elongate_3	ribosome	36	terminate	1.00000000e+00	2.00000000e+00
336	elongate_1	ribosome	40	elongate_1	2.00000000e+00	1.00000000e+00
336	elongate_1	ribosome	40	elongate_2	0.00000000e+00	1.00000000e+00
337	initiate	ribosome	32	elongate_1	1.00000000e+00	2.00000000e+00
338	elongate_1	ribosome	37	elongate_1	2.00000000e+00	1.00000000e+00
338	elongate_1	ribosome	37	elongate_2	1.00000000e+00	2.00000000e+00
339	terminate	ribosome	36	terminate	2.00000000e+00	1.00000000e+00
340	elongate_1	ribosome	32	elongate_1	1.00000000e+00	0.00000000e+00
340	elongate_1	ribosome	32	elongate_2	2.00000000e+00	3.00000000e+00
341	terminate	ribosome	49	terminate	1.00000000e+00	0.00000000e+00
342	elongate_2	ribosome	40	elongate_2	3.00000000e+00	2.00000000e+00
342	elongate_2	ribosome	40	elongate_3	0.00000000e+00	1.00000000e+00
343	elongate_3	ribosome	40	elongate_3	1.00000000e+00	0.00000000e+00
343	elongate_3	ribosome	40	terminate	0.00000000e+00	1.00000000e+00
344	terminate	ribosome	40	terminate	1.00000000e+00	0.00000000e+00
345	elongate_2	ribosome	32	elongate_2	2.00000000e+00	1.00000000e+00
345	elongate_2	ribosome	32	elongate_3	0.00000000e+00	1.00000000e+00
347	initiate	ribosome	54	elongate_1	0.00000000e+00	1.00000000e+00
348	elongate_2	ribosome	37	elongate_2	1.00000000e+00	0.00000000e+00
348	elongate_2	ribosome	37	elongate_3	1.00000000e+00	2.00000000e+00
349	elongate_3	ribosome	32	elongate_3	2.00000000e+00	1.00000000e+00
349	elongate_3	ribosome	32	terminate	0.00000000e+00	1.00000000e+00
350	terminate	ribosome	32	terminate	1.00000000e+00	0.00000000e+00
351	elongate_1	ribosome	54	elongate_1	1.00000000e+00	0.00000000e+00
351	elongate_1	ribosome	54	elongate_2	0.00000000e+00	1.00000000e+00
352	initiate	ribosome	38	elongate_1	0.00000000e+00	1.00000000e+00
354	elongate_2	ribosome	54	elongate_2	1.00000000e+00	0.00000000e+00
354	elongate_2	ribosome	54	elongate_3	1.00000000e+00	2.00000000e+00
354	elongate_2	ribosome	99	elongate_1	1.00000000e+00	2.00000000e+00
355	elongate_3	ribosome	37	elongate_3	2.00000000e+00	1.00000000e+00
355	elongate_3	ribosome	37	terminate	0.00000000e+00	1.00000000e+00
356	elongate_1	ribosome	38	elongate_1	2.00000000e+00	1.00000000e+00
356	elongate_1	ribosome	38	elongate_2	0.00000000e+00	1.00000000e+00
357	elongate_1	ribosome	99	elongate_1	1.00000000e+00	0.00000000e+00
358	elongate_2	ribosome	38	elongate_2	1.00000000e+00	0.00000000e+00
358	elongate_2	ribosome	38	elongate_3	1.00000000e+00	2.00000000e+00
359	elongate_3	ribosome	38	elongate_3	2.00000000e+00	1.00000000e+00
359	elongate_3	ribosome	38	terminate	1.00000000e+00	2.00000000e+00
360	terminate	ribosome	37	terminate	2.00000000e+00	1.00000000e+00
361	initiate	ribosome	5	elongate_1	0.00000000e+00	1.00000000e+00
362	elongate_1	ribosome	5	elongate_1	1.00000000e+00	0.00000000e+00
362	elongate_1	ribosome	5	elongate_2	0.00000000e+00	1.00000000e+00
363	terminate	ribosome	38	terminate	1.00000000e+00	0.00000000e+00
364	elongate_2	ribosome	5	elongate_2	1.00000000e+00	0.00000000e+00
364	elongate_2	ribosome	5	elongate_3	1.00000000e+00	2.00000000e+00
365	elongate_3	ribosome	54	elongate_3	2.00000000e+00	1.00000000e+00
365	elongate_3	ribosome	54	terminate	0.00000000e+00	1.00000000e+00
365	elongate_3	ribosome	99	elongate_2	0.00000000e+00	1.00000000e+00
366	initiate	ribosome	39	elongate_1	0.00000000e+00	1.00000000e+00
367	elongate_1	ribosome	39	elongate_1	1.00000000e+00	0.00000000e+00
367	elongate_1	ribosome	39	elongate_2	1.00000000e+00	2.00000000e+00
368	terminate	ribosome	54	terminate	1.00000000e+00	0.00000000e+00
369	elongate_3	ribosome	5	elongate_3	1.00000000e+00	0.00000000e+00
369	elongate_3	ribosome	5	terminate	0.00000000e+00	1.00000000e+00
371	initiate	ribosome	80	elongate_1	0.00000000e+00	1.00000000e+00
372	elongate_1	ribosome	80	elongate_1	1.00000000e+00	0.00000000e+00
372	elongate_1	ribosome	80	elongate_2	2.00000000e+00	3.00000000e+00
374	terminate	ribosome	5	terminate	1.00000000e+00	0.00000000e+00
375	elongate_2	ribosome	39	elongate_2	3.00000000e+00	2.00000000e+00
375	elongate_2	ribosome	39	elongate_3	0.00000000e+00	1.00000000e+00
376	initiate	ribosome	64	elongate_1	0.00000000e+00	1.00000000e+00
377	initiate	ribosome	56	elongate_1	1.00000000e+00	2.00000000e+00
378	elongate_1	ribosome	56	elongate_1	2.00000000e+00	1.00000000e+00
378	elongate_1	ribosome	56	elongate_2	2.00000000e+00	3.00000000e+00
379	elongate_2	ribosome	99	elongate_2	3.00000000e+00	2.00000000e+00
379	elongate_2	ribosome	99	elongate_3	1.00000000e+00	2.00000000e+00
380	elongate_2	ribosome	80	elongate_2	2.00000000e+00	1.00000000e+00
380	elongate_2	ribosome	80	elongate_3	2.00000000e+00	3.00000000e+00
381	elongate_3	ribosome	80	elongate_3	3.00000000e+00	2.00000000e+00
381	elongate_3	ribosome	80	terminate	0.00000000e+00	1.00000000e+00
382	elongate_2	ribosome	56	elongate_2	1.00000000e+00	0.00000000e+00
382	elongate_2	ribosome	56	elongate_3	2.00000000e+00	3.00000000e+00
384	terminate	ribosome	80	terminate	1.00000000e+00	0.00000000e+00
385	elongate_1	ribosome	64	elongate_1	1.00000000e+00	0.00000000e+00
387	elongate_3	ribosome	99	elongate_3	3.00000000e+00	2.00000000e+00
387	elongate_3	ribosome	99	terminate	0.00000000e+00	1.00000000e+00
388	elongate_3	ribosome	56	elongate_3	2.00000000e+00	1.00000000e+00
388	elongate_3	ribosome	56	terminate	1.00000000e+00	2.00000000e+00
389	terminate	ribosome	99	terminate	2.00000000e+00	1.00000000e+00
390	elongate_3	ribosome	39	elongate_3	1.00000000e+00	0.00000000e+00
390	elongate_3	ribosome	39	terminate	1.00000000e+00	2.00000000e+00
390	elongate_3	ribosome	64	elongate_2	0.00000000e+00	1.00000000e+00
391	elongate_2	ribosome	64	elongate_2	1.00000000e+00	0.00000000e+00
391	elongate_2	ribosome	35	elongate_1	0.00000000e+00	1.00000000e+00
392	initiate	ribosome	52	elongate_1	1.00000000e+00	2.00000000e+00
393	terminate	ribosome	39	terminate	2.00000000e+00	1.00000000e+00
393	terminate	ribosome	64	elongate_3	0.00000000e+00	1.00000000e+00
394	terminate	ribosome	56	terminate	1.00000000e+00	0.00000000e+00
395	elongate_1	ribosome	35	elongate_1	2.00000000e+00	1.00000000e+00
396	elongate_1	ribosome	52	elongate_1	1.00000000e+00	0.00000000e+00
396	elongate_1	ribosome	52	elongate_2	0.00000000e+00	1.00000000e+00
397	elongate_3	ribosome	64	elongate_3	1.00000000e+00	0.00000000e+00
397	elongate_3	ribosome	64	terminate	0.00000000e+00	1.00000000e+00
397	elongate_3	ribosome	35	elongate_2	1.00000000e+00	2.00000000e+00
398	elongate_2	ribosome	35	elongate_2	2.00000000e+00	1.00000000e+00
400	initiate	ribosome	8	elongate_1	0.00000000e+00	1.00000000e+00
401	initiate	ribosome	50	elongate_1	1.00000000e+00	2.00000000e+00
402	initiate	ribosome	66	elongate_1	2.00000000e+00	3.00000000e+00
403	elongate_2	ribosome	52	elongate_2	1.00000000e+00	0.00000000e+00
403	elongate_2	ribosome	52	elongate_3	0.00000000e+00	1.00000000e+00
403	elongate_2	ribosome	34	elongate_1	3.00000000e+00	4.00000000e+00
404	initiate	ribosome	13	elongate_1	4.00000000e+00	5.00000000e+00
405	terminate	ribosome	64	terminate	1.00000000e+00	0.00000000e+00
405	terminate	ribosome	35	elongate_3	1.00000000e+00	2.00000000e+00
406	initiate	ribosome	39	elongate_1	5.00000000e+00	6.00000000e+00
407	elongate_1	ribosome	13	elongate_1	6.00000000e+00	5.00000000e+00
407	elongate_1	ribosome	13	elongate_2	0.00000000e+00	1.00000000e+00
408	elongate_1	ribosome	66	elongate_1	5.00000000e+00	4.00000000e+00
408	elongate_1	ribosome	66	elongate_2	1.00000000e+00	2.00000000e+00
409	elongate_3	ribosome	35	elongate_3	2.00000000e+00	1.00000000e+00
409	elongate_3	ribosome	35	terminate	0.00000000e+00	1.00000000e+00
410	elongate_3	ribosome	52	elongate_3	1.00000000e+00	0.00000000e+00
410	elongate_3	ribosome	52	terminate	1.00000000e+00	2.00000000e+00
411	elongate_1	ribosome	39	elongate_1	4.00000000e+00	3.00000000e+00
411	elongate_1	ribosome	39	elongate_2	2.00000000e+00	3.00000000e+00
412	terminate	ribosome	35	terminate	2.00000000e+00	1.00000000e+00
413	elongate_2	ribosome	39	elongate_2	3.00000000e+00	2.00000000e+00
413	elongate_2	ribosome	39	elongate_3	0.00000000e+00	1.00000000e+00
414	elongate_3	ribosome	39	elongate_3	1.00000000e+00	0.00000000e+00
414	elongate_3	ribosome	39	terminate	1.00000000e+00	2.00000000e+00
415	terminate	ribosome	39	terminate	2.00000000e+00	1.00000000e+00
416	terminate	ribosome	52	terminate	1.00000000e+00	0.00000000e+00
418	elongate_2	ribosome	13	elongate_2	2.00000000e+00	1.00000000e+00
418	elongate_2	ribosome	13	elongate_3	0.00000000e+00	1.00000000e+00
419	elongate_2	ribosome	66	elongate_2	1.00000000e+00	0.00000000e+00
419	elongate_2	ribosome	66	elongate_3	1.00000000e+00	2.00000000e+00
420	elongate_3	ribosome	13	elongate_3	2.00000000e+00	1.00000000e+00
420	elongate_3	ribosome	13	terminate	0.00000000e+00	1.00000000e+00
421	elongate_1	ribosome	34	elongate_1	3.00000000e+00	2.00000000e+00
421	elongate_1	ribosome	34	elongate_2	0.00000000e+00	1.00000000e+00
422	elongate_2	ribosome	34	elongate_2	1.00000000e+00	0.00000000e+00
422	elongate_2	ribosome	34	elongate_3	1.00000000e+00	2.00000000e+00
423	elongate_1	ribosome	8	elongate_1	2.00000000e+00	1.00000000e+00
423	elongate_1	ribosome	8	elongate_2	0.00000000e+00	1.00000000e+00
424	elongate_3	ribosome	34	elongate_3	2.00000000e+00	1.00000000e+00
424	elongate_3	ribosome	34	terminate	1.00000000e+00	2.00000000e+00
425	elongate_2	ribosome	8	elongate_2	1.00000000e+00	0.00000000e+00
425	elongate_2	ribosome	8	elongate_3	1.00000000e+00	2.00000000e+00
426	initiate	ribosome	39	elongate_1	1.00000000e+00	2.00000000e+00
